"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","winner_rank","winner_rank_points","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","loser_rank","loser_rank_points","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","text_col","numeric_col","grass","draw_cat","nameAna"
"1","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,1,201468,NA,"Q","yaroslava shvedova","R",180,"KAZ",27.3155373032,66,782,201513,NA,"","Sabine Lisicki","R",178,"GER",25.28678987,27,1681,"0-6 7-5 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"2","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,2,200002,NA,"","mirjana lucic","R",NA,"CRO",32.8268309377,60,867,201539,NA,"","Christina Mchale","R",170,"USA",22.6529774127,51,1015,"6-3 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"3","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,3,201521,7,"","carla suarez navarro","R",162,"ESP",26.3381245722,17,2415,201450,NA,"","Tsvetana Pironkova","R",180,"BUL",27.3127994524,37,1276,"3-6 6-2 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"4","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,4,201493,3,"","angelique kerber","L",173,"GER",26.9650924025,9,3480,201614,NA,"","Caroline Garcia","R",NA,"FRA",21.2210814511,36,1341,"6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"5","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,5,201611,NA,"Q","daria gavrilova","R",NA,"RUS",20.8377823409,231,201,201590,NA,"","Alison Riske","U",NA,"USA",24.5092402464,43,1175,"7-5 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"6","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,6,202494,NA,"","elina svitolina","R",174,"UKR",20.3148528405,28,1655,201517,NA,"","Magdalena Rybarikova","R",180,"SVK",26.2532511978,48,1046,"6-0 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"7","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,7,201548,NA,"WC","ajla tomljanovic","R",NA,"CRO",21.6646132786,63,840,201347,6,"","Jelena Jankovic","R",177,"SRB",29.8507871321,16,2590,"7-6(6) 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"8","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,8,201485,NA,"LL","alla kudryavtseva","R",NA,"RUS",27.1731690623,100,576,201318,NA,"","Bethanie Mattek Sands","R",168,"USA",29.787816564,177,293,"6-4 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"9","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,9,201662,NA,"","karolina pliskova","R",184,"CZE",22.7926078029,23,1830,201458,NA,"","Victoria Azarenka","R",180,"BLR",25.4318959617,42,1187,"4-6 7-6(7) 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"10","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,10,201478,NA,"","varvara lepchenko","L",180,"USA",28.6269678303,34,1350,201325,NA,"","Samantha Stosur","R",172,"AUS",30.7679671458,21,1950,"4-6 6-4 7-5",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"11","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,11,201619,NA,"","madison keys","R",178,"USA",19.8822724162,30,1520,201495,4,"","Dominika Cibulkova","R",161,"SVK",25.6673511294,11,2953,"7-5 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"12","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,12,201466,NA,"","kaia kanepi","R",181,"EST",29.5715263518,52,1000,201492,5,"","Andrea Petkovic","R",180,"GER",27.3237508556,13,2780,"6-4 5-7 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"13","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,13,201483,NA,"Q","madison brengle","R",NA,"USA",24.758384668,91,605,201615,NA,"Q","Lesia Tsurenko","R",174,"UKR",25.6016427105,88,614,"7-6(6) 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"14","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,14,201457,NA,"WC","jarmila gajdosova","R",174,"AUS",27.6960985626,70,726,201533,NA,"","Shuai Zhang","R",NA,"CHN",25.954825462,61,855,"6-4 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"15","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,15,201345,1,"","maria sharapova","R",NA,"RUS",27.7152635181,2,6865,201468,NA,"Q","Yaroslava Shvedova","R",180,"KAZ",27.3155373032,66,782,"6-0 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"16","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,16,201521,7,"","carla suarez navarro","R",162,"ESP",26.3381245722,17,2415,200002,NA,"","Mirjana Lucic","R",NA,"CRO",32.8268309377,60,867,"5-7 6-3 6-4",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"17","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,17,201493,3,"","angelique kerber","L",173,"GER",26.9650924025,9,3480,201611,NA,"Q","Daria Gavrilova","R",NA,"RUS",20.8377823409,231,201,"6-3 7-5",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"18","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,18,202494,NA,"","elina svitolina","R",174,"UKR",20.3148528405,28,1655,201548,NA,"WC","Ajla Tomljanovic","R",NA,"CRO",21.6646132786,63,840,"6-3 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"19","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,19,201485,NA,"LL","alla kudryavtseva","R",NA,"RUS",27.1731690623,100,576,201662,NA,"","Karolina Pliskova","R",184,"CZE",22.7926078029,23,1830,"4-6 6-3 6-3",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"20","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,20,201478,NA,"","varvara lepchenko","L",180,"USA",28.6269678303,34,1350,201619,NA,"","Madison Keys","R",178,"USA",19.8822724162,30,1520,"6-4 6-4",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"21","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,21,201466,NA,"","kaia kanepi","R",181,"EST",29.5715263518,52,1000,201483,NA,"Q","Madison Brengle","R",NA,"USA",24.758384668,91,605,"6-3 7-6(3)",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"22","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,22,201421,2,"","ana ivanovic","R",183,"SRB",27.1649555099,7,4640,201457,NA,"WC","Jarmila Gajdosova","R",174,"AUS",27.6960985626,70,726,"6-4 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",1
"23","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,23,201345,1,"","maria sharapova","R",NA,"RUS",27.7152635181,2,6865,201521,7,"","Carla Suarez Navarro","R",162,"ESP",26.3381245722,17,2415,"6-1 6-3",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"24","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,24,202494,NA,"","elina svitolina","R",174,"UKR",20.3148528405,28,1655,201493,3,"","Angelique Kerber","L",173,"GER",26.9650924025,9,3480,"4-6 7-5 6-3",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"25","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,25,201478,NA,"","varvara lepchenko","L",180,"USA",28.6269678303,34,1350,201485,NA,"LL","Alla Kudryavtseva","R",NA,"RUS",27.1731690623,100,576,"7-5 7-5",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"26","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,26,201421,2,"","ana ivanovic","R",183,"SRB",27.1649555099,7,4640,201466,NA,"","Kaia Kanepi","R",181,"EST",29.5715263518,52,1000,"4-6 6-4 6-3",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",1
"27","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,27,201345,1,"","maria sharapova","R",NA,"RUS",27.7152635181,2,6865,202494,NA,"","Elina Svitolina","R",174,"UKR",20.3148528405,28,1655,"6-1 6-3",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"28","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,28,201421,2,"","ana ivanovic","R",183,"SRB",27.1649555099,7,4640,201478,NA,"","Varvara Lepchenko","L",180,"USA",28.6269678303,34,1350,"7-6(2) 6-4",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",1
"29","2015-W-PR-AUS-01A-2015","Brisbane International","Hard",30,"P",20150105,29,201345,1,"","maria sharapova","R",NA,"RUS",27.7152635181,2,6865,201421,2,"","Ana Ivanovic","R",183,"SRB",27.1649555099,7,4640,"6-7(4) 6-3 6-3",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"30","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,1,201594,1,"","simona halep","R",168,"ROU",23.2744695414,3,6292,202470,NA,"","Annika Beck","R",170,"GER",20.8843258042,55,915,"4-6 6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"31","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,2,212001,NA,"WC","natalia vikhlyantseva","U",NA,"RUS",17.8836413415,584,36,204431,NA,"","Anna Lena Friedsam","R",NA,"GER",20.9253935661,93,601,"2-6 6-3 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"32","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,3,202434,NA,"Q","aleksandra krunic","R",NA,"SRB",21.8097193703,84,640,202684,NA,"Q","Lin Zhu","R",NA,"CHN",20.9363449692,132,418,"6-4 7-6(4)",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"33","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,4,203533,NA,"","anna karolina schmiedlova","R",NA,"SVK",20.3121149897,73,715,201344,5,"","Klara Koukalova","R",166,"CZE",32.8624229979,39,1215,"6-3 4-6 7-6(5)",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"34","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,5,201610,4,"","zarina diyas","R",NA,"KAZ",21.2156057495,32,1371,202499,NA,"","Donna Vekic","R",NA,"CRO",18.5215605749,81,655,"6-3 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"35","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,6,201693,NA,"","timea babos","R",179,"HUN",21.6563997262,96,587,202492,NA,"","Qiang Wang","R",NA,"CHN",22.9760438056,101,573,"6-7(4) 6-1 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"36","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,7,202453,NA,"","saisai zheng","R",NA,"CHN",20.9144421629,97,581,201567,NA,"","Alexandra Dulgheru","R",NA,"ROU",25.6016427105,82,652,"7-5 5-7 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"37","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,8,201555,NA,"","polona hercog","R",182,"SLO",23.9589322382,94,600,201512,7,"","Monica Niculescu","R",168,"ROU",27.279945243,46,1070,"6-1 7-5",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"38","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,9,201490,8,"","timea bacsinszky","R",NA,"SUI",25.5770020534,47,1048,201527,NA,"","Stefanie Voegele","R",170,"SUI",24.8240930869,89,610,"6-1 4-6 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"39","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,10,201498,NA,"","karin knapp","R",180,"ITA",27.523613963,53,985,201426,NA,"","Pauline Parmentier","R",175,"FRA",28.9281314168,79,681,"6-3 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"40","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,11,201666,NA,"Q","cagla buyukakcay","R",NA,"TUR",25.2703627652,136,401,202418,NA,"","Lara Arruabarrena","U",166,"ESP",22.7953456537,85,633,"6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"41","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,12,201329,NA,"","vera zvonareva","R",172,"RUS",30.3271731691,250,180,201397,3,"","Shuai Peng","R",173,"CHN",28.9911019849,22,1855,"4-6 6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"42","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,13,211701,NA,"","katerina siniakova","R",NA,"CZE",18.6557152635,83,650,201593,6,"","Irina Camelia Begu","R",181,"ROU",24.3613963039,40,1201,"6-7(5) 6-4 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"43","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,14,202702,NA,"","tereza smitkova","R",NA,"CZE",20.2381930185,69,753,201501,NA,"Q","Olga Govortsova","R",182,"BLR",26.3682409309,149,365,"3-6 6-3 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"44","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,15,201587,NA,"","bojana jovanovski","R",175,"SRB",23.0143737166,56,911,201640,NA,"","Maria Teresa Torro Flor","R",173,"ESP",22.6776180698,86,631,"6-2 6-7(4) 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"45","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,16,201520,2,"","petra kvitova","L",183,"CZE",24.8295687885,4,5966,202504,NA,"WC","Ying Ying Duan","U",NA,"CHN",25.5906913073,117,475,"6-3 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"46","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,17,201594,1,"","simona halep","R",168,"ROU",23.2744695414,3,6292,212001,NA,"WC","Natalia Vikhlyantseva","U",NA,"RUS",17.8836413415,584,36,"6-2 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"47","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,18,202434,NA,"Q","aleksandra krunic","R",NA,"SRB",21.8097193703,84,640,203533,NA,"","Anna Karolina Schmiedlova","R",NA,"SVK",20.3121149897,73,715,"3-6 7-6(1) 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"48","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,19,201610,4,"","zarina diyas","R",NA,"KAZ",21.2156057495,32,1371,201693,NA,"","Timea Babos","R",179,"HUN",21.6563997262,96,587,"6-3 6-4",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"49","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,20,202453,NA,"","saisai zheng","R",NA,"CHN",20.9144421629,97,581,201555,NA,"","Polona Hercog","R",182,"SLO",23.9589322382,94,600,"6-3 2-6 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"50","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,21,201490,8,"","timea bacsinszky","R",NA,"SUI",25.5770020534,47,1048,201498,NA,"","Karin Knapp","R",180,"ITA",27.523613963,53,985,"7-5 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"51","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,22,201329,NA,"","vera zvonareva","R",172,"RUS",30.3271731691,250,180,201666,NA,"Q","Cagla Buyukakcay","R",NA,"TUR",25.2703627652,136,401,"6-3 7-6(5)",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"52","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,23,202702,NA,"","tereza smitkova","R",NA,"CZE",20.2381930185,69,753,211701,NA,"","Katerina Siniakova","R",NA,"CZE",18.6557152635,83,650,"6-3 2-6 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"53","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,24,201520,2,"","petra kvitova","L",183,"CZE",24.8295687885,4,5966,201587,NA,"","Bojana Jovanovski","R",175,"SRB",23.0143737166,56,911,"6-1 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"54","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,25,201594,1,"","simona halep","R",168,"ROU",23.2744695414,3,6292,202434,NA,"Q","Aleksandra Krunic","R",NA,"SRB",21.8097193703,84,640,"6-3 6-3",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"55","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,26,202453,NA,"","saisai zheng","R",NA,"CHN",20.9144421629,97,581,201610,4,"","Zarina Diyas","R",NA,"KAZ",21.2156057495,32,1371,"3-6 7-6(2) 6-2",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"56","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,27,201490,8,"","timea bacsinszky","R",NA,"SUI",25.5770020534,47,1048,201329,NA,"","Vera Zvonareva","R",172,"RUS",30.3271731691,250,180,"3-2 RET",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"57","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,28,201520,2,"","petra kvitova","L",183,"CZE",24.8295687885,4,5966,202702,NA,"","Tereza Smitkova","R",NA,"CZE",20.2381930185,69,753,"7-5 6-4",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"58","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,29,201594,1,"","simona halep","R",168,"ROU",23.2744695414,3,6292,202453,NA,"","Saisai Zheng","R",NA,"CHN",20.9144421629,97,581,"6-2 6-3",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"59","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,30,201490,8,"","timea bacsinszky","R",NA,"SUI",25.5770020534,47,1048,201520,2,"","Petra Kvitova","L",183,"CZE",24.8295687885,4,5966,"6-4 6-4",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"60","2015-W-INT-CHN-01A-2015","Shenzhen","Hard",32,"I",20150105,31,201594,1,"","simona halep","R",168,"ROU",23.2744695414,3,6292,201490,8,"","Timea Bacsinszky","R",NA,"SUI",25.5770020534,47,1048,"6-2 6-2",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"61","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,1,201496,1,"","caroline wozniacki","R",177,"DEN",24.4873374401,8,4625,202498,NA,"Q","Julia Glushko","R",NA,"ISR",25.0102669405,154,344,"6-3 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"62","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,2,203501,NA,"WC","taylor townsend","L",NA,"USA",18.7214236824,103,558,201518,NA,"","Yanina Wickmayer","R",182,"BEL",25.2101300479,74,708,"7-5 3-6 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"63","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,3,201504,NA,"","julia goerges","R",180,"GER",26.173853525,75,700,201588,NA,"Q","Anna Tatishvili","R",171,"GEO",24.9199178645,144,378,"6-1 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"64","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,4,201556,NA,"Q","lucie hradecka","R",177,"CZE",29.6262833676,153,346,201320,5,"","Svetlana Kuznetsova","R",174,"RUS",29.5249828884,25,1730,"3-6 7-6(6) 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"65","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,5,201366,4,"","barbora zahlavova strycova","R",164,"CZE",28.7748117728,26,1720,201541,NA,"","Chanelle Scheepers","R",NA,"RSA",30.8145106092,77,693,"6-1 3-6 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
"66","2015-W-INT-NZL-01A-2015","Auckland","Hard",32,"I",20150105,6,201523,NA,"","marina erakovic","R",174,"NZL",26.8336755647,76,694,201620,NA,"","Monica Puig","R",NA,"PUR",21.273100616,59,880,"7-5 2-6 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"text value here",26,0,"small",0
